funcion1	funcion2	R	P
Desulfosporomusa	X093..18.1.w7c	0.809692105743184	4.67012381322185e-05
Verrucosispora	X093..18.1.w7c	0.809692105743184	4.67012381322185e-05
Act.Litica	X093..18.1.w7c	0.779307730126039	0.000137778062449856
ParasitosBacterias	X093..18.1.w7c	0.779307730126039	0.000137778062449856
Methylosinus	X095..18.1.w5c	0.936375224550009	1.10469202674324e-08
Alicyclobacillus	X095..18.1.w5c	0.701641775893576	0.00117364397275677
Nitrosovibrio	X095..18.1.w5c	0.701641775893576	0.00117364397275677
Micromonospora	X096..18.0	0.921126163904398	5.86775525945882e-08
Cupriavidus	X096..18.0	0.921126163904398	5.86775525945882e-08
Dyella	X096..18.0	0.921126163904398	5.86775525945882e-08
Flavobacterium	X097..11.methyl.18.1.w7c	0.838444626960125	1.38704020615776e-05
Acidimicrobium	X097..11.methyl.18.1.w7c	0.838444626960125	1.38704020615776e-05
Nitrobacter	X097..11.methyl.18.1.w7c	0.950625333446445	1.52045931400835e-09
Virgisporangium	X097..11.methyl.18.1.w7c	0.838444626960125	1.38704020615776e-05
Archangium	X097..11.methyl.18.1.w7c	0.838444626960125	1.38704020615776e-05
Nannocystis	X097..11.methyl.18.1.w7c	0.838444626960125	1.38704020615776e-05
X111..20.4.w6	X100..TBSA.10Me18.0	0.91040266161357	1.57167584280415e-07
Asticcacaulis	X100..TBSA.10Me18.0	0.955065992430758	7.25539184287527e-10
Parachlamydia	X100..TBSA.10Me18.0	0.83794860238251	1.4191312974976e-05
Aquamonas	X100..TBSA.10Me18.0	0.955065992430758	7.25539184287527e-10
Amaricoccus	X100..TBSA.10Me18.0	0.955065992430758	7.25539184287527e-10
Desulfobacula	X100..TBSA.10Me18.0	0.955065992430758	7.25539184287527e-10
Phenylobacterium	X103..19.0.ISO	0.718501114317342	0.000782064190593124
Bacillus	X103..19.0.ISO	0.710855389081797	0.00094335467055906
Brevundimonas	X103..19.0.ISO	0.823320600950896	2.69811159627764e-05
Sphingobium	X103..19.0.ISO	0.794579805668694	8.177407571619e-05
Actinoplanes	X103..19.0.ISO	0.794579805668694	8.177407571619e-05
Aerobios	X103..19.0.ISO	0.755143273368629	0.000291158511668943
Asticcacaulis	X111..20.4.w6	0.843825743158357	1.07687917294541e-05
Parachlamydia	X111..20.4.w6	0.912432709672361	1.31699280592201e-07
Aquamonas	X111..20.4.w6	0.843825743158357	1.07687917294541e-05
Amaricoccus	X111..20.4.w6	0.843825743158357	1.07687917294541e-05
Desulfobacula	X111..20.4.w6	0.843825743158357	1.07687917294541e-05
Marmoricola	X115..20.1.w9c	0.703224411300953	0.00237306500861756
Bradyrhizobium	unclassified	-0.758580828971266	0.000263123098160456
Acidisoma	unclassified	-0.806004352415604	5.37780656246767e-05
Sphingobium	unclassified	-0.735710004656478	0.00050142651366003
Actinoplanes	unclassified	-0.735710004656478	0.00050142651366003
Rhodanobacter	Bradyrhizobium	0.765582116939304	0.000212999890237597
Stenotrophomonas	Methylobacterium	0.733858835274515	0.000526812922136077
Aliidongia	Methylobacterium	0.702243115841261	0.00115731136249231
Aquicella	Phenylobacterium	0.710032879942948	0.000962245544199991
Streptomyces	Phenylobacterium	0.734635511728074	0.000516033753304335
Brevundimonas	Phenylobacterium	0.800958720382339	6.49240656291905e-05
Sphingobium	Phenylobacterium	0.717022642343038	0.000811312148763843
Actinoplanes	Phenylobacterium	0.717022642343038	0.000811312148763843
Luteitalea	CandidatusEntotheonella	0.704825397621738	0.00108930712982458
Sphingobium	Acidisoma	0.715781948377211	0.000836555394258198
Actinoplanes	Acidisoma	0.715781948377211	0.000836555394258198
Bacillus	Kaistobacter	0.702830392079545	0.00114154354675899
Hyphomicrobium	Pseudomonas	0.806207427122678	5.33659397796704e-05
Novosphingobium	Pseudomonas	0.903542463495214	2.77367627754543e-07
Thermomonas	Pseudomonas	0.903542463495214	2.77367627754543e-07
Agrobacterium	Pseudomonas	0.903542463495214	2.77367627754543e-07
Brevundimonas	Aquicella	0.713877976335044	0.000876566037006921
Sphingobium	Aquicella	0.759960595657348	0.000252528781694794
Actinoplanes	Aquicella	0.759960595657348	0.000252528781694794
Chondromyces	Prosthecobacter	0.817398161537793	3.44334873847441e-05
Caulobacter	Prosthecobacter	0.80403025220737	5.79275016838743e-05
Terriglobus	Prosthecobacter	0.7065262303846	0.00104635811275333
CandidatusXiphinematobacter	Prosthecobacter	0.712999855768738	0.000895549619039926
Cellvibrio	Prosthecobacter	0.868173652097366	3.0078658399546e-06
Phyllobacterium	Prosthecobacter	0.868173652097366	3.0078658399546e-06
Coprococcus	Prosthecobacter	0.868173652097366	3.0078658399546e-06
Kaistia	Prosthecobacter	0.868173652097366	3.0078658399546e-06
Acidovorax	Prosthecobacter	0.868173652097366	3.0078658399546e-06
Kineosporia	Prosthecobacter	0.868173652097366	3.0078658399546e-06
AerobiosObligados	Kribbella	0.795992500538608	7.77537586564847e-05
Caulobacter	Chondromyces	0.750482718721534	0.000333150974219487
Cellvibrio	Chondromyces	0.761623258793531	0.000240242068626495
Phyllobacterium	Chondromyces	0.761623258793531	0.000240242068626495
Coprococcus	Chondromyces	0.761623258793531	0.000240242068626495
Kaistia	Chondromyces	0.761623258793531	0.000240242068626495
Acidovorax	Chondromyces	0.761623258793531	0.000240242068626495
Kineosporia	Chondromyces	0.761623258793531	0.000240242068626495
Novosphingobium	Hyphomicrobium	0.897864276702967	4.30319641697707e-07
Rhodovibrio	Hyphomicrobium	0.778459798352805	0.000141659253685589
Thermomonas	Hyphomicrobium	0.897864276702967	4.30319641697707e-07
Agrobacterium	Hyphomicrobium	0.897864276702967	4.30319641697707e-07
CandidatusXiphinematobacter	Caulobacter	0.71979088793499	0.000757273076337217
Oscillochloris	Caulobacter	0.749247942713503	0.000345092755742904
Cellvibrio	Caulobacter	0.886620694933573	9.56640594740321e-07
Phyllobacterium	Caulobacter	0.886620694933573	9.56640594740321e-07
Coprococcus	Caulobacter	0.886620694933573	9.56640594740321e-07
Kaistia	Caulobacter	0.886620694933573	9.56640594740321e-07
Acidovorax	Caulobacter	0.886620694933573	9.56640594740321e-07
Kineosporia	Caulobacter	0.886620694933573	9.56640594740321e-07
AerobiosObligados	Chelatococcus	0.720294057598537	0.000747781160576277
AnaerobiosFacultativos	Chelatococcus	0.767931666657981	0.000198100885971941
Cellvibrio	Terriglobus	0.727061340355557	0.000629467776033454
Phyllobacterium	Terriglobus	0.727061340355557	0.000629467776033454
Coprococcus	Terriglobus	0.727061340355557	0.000629467776033454
Kaistia	Terriglobus	0.727061340355557	0.000629467776033454
Acidovorax	Terriglobus	0.727061340355557	0.000629467776033454
Kineosporia	Terriglobus	0.727061340355557	0.000629467776033454
Oscillochloris	CandidatusXiphinematobacter	0.725634536353944	0.000653012079121496
Cellvibrio	CandidatusXiphinematobacter	0.869142420088493	2.84455819299367e-06
Phyllobacterium	CandidatusXiphinematobacter	0.869142420088493	2.84455819299367e-06
Coprococcus	CandidatusXiphinematobacter	0.869142420088493	2.84455819299367e-06
Kaistia	CandidatusXiphinematobacter	0.869142420088493	2.84455819299367e-06
Acidovorax	CandidatusXiphinematobacter	0.869142420088493	2.84455819299367e-06
Kineosporia	CandidatusXiphinematobacter	0.869142420088493	2.84455819299367e-06
Massilia	Mesorhizobium	0.718106237026783	0.000789788317747009
Inquilinus	Mesorhizobium	0.816496580927726	3.5708943960655e-05
Ammoniphilus	Mesorhizobium	0.980196058819607	1.11821663040246e-12
Shigella	Mesorhizobium	0.980196058819607	1.11821663040246e-12
No	Mesorhizobium	0.980196058819607	1.11821663040246e-12
QuimioAutotrofos	Mesorhizobium	0.975080630497454	6.91491308657532e-12
COT.1	Mesorhizobium	0.711953763395057	0.000918610616189364
Nt.1	Mesorhizobium	0.904927994335473	2.48162427052279e-07
Streptomyces	Bdellovibrio	0.744617650572799	0.000393130784503537
Sphingobium	Bdellovibrio	0.713024095907381	0.000895021024204024
Actinoplanes	Bdellovibrio	0.713024095907381	0.000895021024204024
Ammoniphilus	Massilia	0.748129097272127	0.00035622217559439
Shigella	Massilia	0.748129097272127	0.00035622217559439
No	Massilia	0.748129097272127	0.00035622217559439
QuimioAutotrofos	Massilia	0.76399746149738	0.000223573466464178
Sphingobium	Streptomyces	0.748129097272127	0.00035622217559439
Actinoplanes	Streptomyces	0.748129097272127	0.00035622217559439
Actinospica	Flavobacterium	0.748129097272127	0.00035622217559439
Acidimicrobium	Flavobacterium	1	0
Virgisporangium	Flavobacterium	1	0
Archangium	Flavobacterium	1	0
Nannocystis	Flavobacterium	1	0
Temp_aire	Flavobacterium	0.799752940744483	6.78604459205534e-05
Paracoccus	Rhodospirillum	0.809154779878678	4.76801166491292e-05
Salisaeta	Rhodospirillum	0.809154779878678	4.76801166491292e-05
Aliidongia	Rhodospirillum	0.780967255820397	0.000130441930690228
Methylosinus	Deinococcus	0.753819105119553	0.000302608670395887
Steroidobacter	Deinococcus	0.838083968155253	1.41031121074775e-05
Acetobacter	Deinococcus	0.838083968155253	1.41031121074775e-05
Dehalococcoides	Deinococcus	0.838083968155253	1.41031121074775e-05
Brevundimonas	Pseudonocardia	0.783841900133535	0.00011851601198809
Herpetosiphon	Pseudonocardia	0.809154779878678	4.76801166491292e-05
Ensifer	Pseudonocardia	0.809154779878678	4.76801166491292e-05
Knoellia	Pseudonocardia	0.809154779878678	4.76801166491292e-05
Magnetospirillum	Pseudonocardia	0.809154779878678	4.76801166491292e-05
Parachlamydia	Asticcacaulis	0.889297291799887	7.9713953704541e-07
Aquamonas	Asticcacaulis	1	0
Amaricoccus	Asticcacaulis	1	0
Desulfobacula	Asticcacaulis	1	0
Acetobacter	Steroidobacter	1	0
Dehalococcoides	Steroidobacter	1	0
Act.Nitrificante	Steroidobacter	0.766791447723111	0.000205217411611169
Rhodovibrio	Novosphingobium	0.809154779878678	4.76801166491292e-05
Thermomonas	Novosphingobium	1	0
Agrobacterium	Novosphingobium	1	0
QuimioHeterotrofos	Burkholderia	0.728028011782248	0.000613923307847486
Pe.1	Burkholderia	0.713129968047099	0.000892715361342056
Phyllobacterium	Cellvibrio	1	0
Coprococcus	Cellvibrio	1	0
Kaistia	Cellvibrio	1	0
Acidovorax	Cellvibrio	1	0
Kineosporia	Cellvibrio	1	0
Acidimicrobium	Actinospica	0.748129097272127	0.00035622217559439
Virgisporangium	Actinospica	0.748129097272127	0.00035622217559439
Archangium	Actinospica	0.748129097272127	0.00035622217559439
Nannocystis	Actinospica	0.748129097272127	0.00035622217559439
Virgisporangium	Acidimicrobium	1	0
Archangium	Acidimicrobium	1	0
Nannocystis	Acidimicrobium	1	0
Temp_aire	Acidimicrobium	0.799752940744483	6.78604459205534e-05
Cupriavidus	Micromonospora	1	0
Dyella	Micromonospora	1	0
Aquamonas	Parachlamydia	0.889297291799887	7.9713953704541e-07
Amaricoccus	Parachlamydia	0.889297291799887	7.9713953704541e-07
Desulfobacula	Parachlamydia	0.889297291799887	7.9713953704541e-07
Thermomonas	Rhodovibrio	0.809154779878678	4.76801166491292e-05
Agrobacterium	Rhodovibrio	0.809154779878678	4.76801166491292e-05
Act.Nitrificante	Rhodovibrio	0.813519446255203	4.0210776841576e-05
Tellurimicrobium	Rhodovibrio	0.713193860769536	0.000891326315431318
Aminobacter	Luteolibacter	1	0
Shimazuella	Luteolibacter	1	0
AerobiosObligados	Luteolibacter	0.840343067198293	1.26988563178276e-05
Nordella	Luteolibacter	0.727606875108999	0.000620655397006953
Nitrosovibrio	Alicyclobacillus	1	0
Agrobacterium	Thermomonas	1	0
Archangium	Virgisporangium	1	0
Nannocystis	Virgisporangium	1	0
Temp_aire	Virgisporangium	0.799752940744483	6.78604459205534e-05
Ensifer	Herpetosiphon	1	0
Knoellia	Herpetosiphon	1	0
Magnetospirillum	Herpetosiphon	1	0
Methylococcus	Luteibacter	0.809154779878678	4.76801166491292e-05
Halorhodospira	Luteibacter	0.809154779878678	4.76801166491292e-05
Mycoplana	Luteibacter	0.809154779878678	4.76801166491292e-05
Dehalobacterium	Luteibacter	0.809154779878678	4.76801166491292e-05
Rhodobacter	Luteibacter	0.809154779878678	4.76801166491292e-05
Selenomonas	Luteibacter	0.809154779878678	4.76801166491292e-05
Salisaeta	Paracoccus	1	0
Geothrix	Spirochaeta	1	0
Iamia	Spirochaeta	1	0
Desulfosporomusa	Spirochaeta	1	0
Verrucosispora	Spirochaeta	1	0
Act.Litica	Spirochaeta	0.748129097272127	0.00035622217559439
ParasitosBacterias	Spirochaeta	0.748129097272127	0.00035622217559439
Paludibaculum	Spirochaeta	0.7013929032165	0.00118045926604937
Rhodobaca	Couchioplanes	1	0
Iamia	Geothrix	1	0
Desulfosporomusa	Geothrix	1	0
Verrucosispora	Geothrix	1	0
Act.Litica	Geothrix	0.748129097272127	0.00035622217559439
ParasitosBacterias	Geothrix	0.748129097272127	0.00035622217559439
Paludibaculum	Geothrix	0.7013929032165	0.00118045926604937
Desulfosporomusa	Iamia	1	0
Verrucosispora	Iamia	1	0
Act.Litica	Iamia	0.748129097272127	0.00035622217559439
ParasitosBacterias	Iamia	0.748129097272127	0.00035622217559439
Paludibaculum	Iamia	0.7013929032165	0.00118045926604937
Coprococcus	Phyllobacterium	1	0
Kaistia	Phyllobacterium	1	0
Acidovorax	Phyllobacterium	1	0
Kineosporia	Phyllobacterium	1	0
Actinoplanes	Sphingobium	1	0
Aerobios	Sphingobium	0.811757994769876	4.30953306751469e-05
Anaerobios	Sphingobium	0.701894876516066	0.00116674647500492
O.Metano	Sphingobium	0.703687748874343	0.00111884535331352
Aerobios	Actinoplanes	0.811757994769876	4.30953306751469e-05
Anaerobios	Actinoplanes	0.701894876516066	0.00116674647500492
O.Metano	Actinoplanes	0.703687748874343	0.00111884535331352
Nannocystis	Archangium	1	0
Temp_aire	Archangium	0.799752940744483	6.78604459205534e-05
Temp_aire	Nannocystis	0.799752940744483	6.78604459205534e-05
Amaricoccus	Aquamonas	1	0
Desulfobacula	Aquamonas	1	0
Verrucosispora	Desulfosporomusa	1	0
Act.Litica	Desulfosporomusa	0.748129097272127	0.00035622217559439
ParasitosBacterias	Desulfosporomusa	0.748129097272127	0.00035622217559439
Paludibaculum	Desulfosporomusa	0.7013929032165	0.00118045926604937
Dehalococcoides	Acetobacter	1	0
Act.Nitrificante	Acetobacter	0.766791447723111	0.000205217411611169
Shigella	Ammoniphilus	1	0
No	Ammoniphilus	1	0
QuimioAutotrofos	Ammoniphilus	0.997528083968059	0
COT.1	Ammoniphilus	0.755760998108615	0.00028594311880159
Nt.1	Ammoniphilus	0.938035081145889	8.98876706401097e-09
Kaistia	Coprococcus	1	0
Acidovorax	Coprococcus	1	0
Kineosporia	Coprococcus	1	0
Acidovorax	Kaistia	1	0
Kineosporia	Kaistia	1	0
Halorhodospira	Methylococcus	1	0
Mycoplana	Methylococcus	1	0
Dehalobacterium	Methylococcus	1	0
Rhodobacter	Methylococcus	1	0
Selenomonas	Methylococcus	1	0
Arenimonas	Streptosporangium	1	0
Densidad	Streptosporangium	0.703125185680308	0.00113369620637371
Kineosporia	Acidovorax	1	0
Dyella	Cupriavidus	1	0
Act.Nitrificante	Dehalococcoides	0.766791447723111	0.000205217411611169
Knoellia	Ensifer	1	0
Magnetospirillum	Ensifer	1	0
Mycoplana	Halorhodospira	1	0
Dehalobacterium	Halorhodospira	1	0
Rhodobacter	Halorhodospira	1	0
Selenomonas	Halorhodospira	1	0
Magnetospirillum	Knoellia	1	0
Dehalobacterium	Mycoplana	1	0
Rhodobacter	Mycoplana	1	0
Selenomonas	Mycoplana	1	0
Desulfobacula	Amaricoccus	1	0
Shimazuella	Aminobacter	1	0
AerobiosObligados	Aminobacter	0.840343067198293	1.26988563178276e-05
Nordella	Aminobacter	0.727606875108999	0.000620655397006953
Densidad	Arenimonas	0.703125185680308	0.00113369620637371
Rhodobacter	Dehalobacterium	1	0
Selenomonas	Dehalobacterium	1	0
Selenomonas	Rhodobacter	1	0
No	Shigella	1	0
QuimioAutotrofos	Shigella	0.997528083968059	0
COT.1	Shigella	0.755760998108615	0.00028594311880159
Nt.1	Shigella	0.938035081145889	8.98876706401097e-09
AerobiosObligados	Shimazuella	0.840343067198293	1.26988563178276e-05
Nordella	Shimazuella	0.727606875108999	0.000620655397006953
Act.Litica	Verrucosispora	0.748129097272127	0.00035622217559439
ParasitosBacterias	Verrucosispora	0.748129097272127	0.00035622217559439
Paludibaculum	Verrucosispora	0.7013929032165	0.00118045926604937
M.AGrasosdeCCorta	A.ProteinasyAA	0.715844227534961	0.000835272828332068
ParasitosBacterias	Act.Litica	1	0
Tellurimicrobium	Act.Nitrificante	0.8246863700047	2.54733293862941e-05
Anaerobios	Aerobios	0.896148487189022	4.8893631277025e-07
FdCPolypeptona	Aerobios	0.894998034294587	5.31992358165922e-07
O.Metano	Aerobios	0.81447838451402	3.87107731660841e-05
Gemmata	Aerobios	-0.713258884680566	0.000889914527592905
Gemmatimonas	Aerobios	0.751934580128255	0.000319556144146471
AnaerobiosFacultativos	AerobiosObligados	0.891520491986708	6.82644646143871e-07
FdCPolypeptona	Anaerobios	0.998589193900749	0
Gemmatimonas	Anaerobios	0.799872333913589	6.75647495682608e-05
Gemmatimonas	FdCPolypeptona	0.792814164729853	8.70457069490627e-05
Gemmatirosa	M.AGrasosdeCCorta	0.792843272567194	8.69565188275079e-05
QuimioAutotrofos	No	0.997528083968059	0
COT.1	No	0.755760998108615	0.00028594311880159
Nt.1	No	0.938035081145889	8.98876706401097e-09
COT.1	QuimioAutotrofos	0.744112249058794	0.000398698299765687
Nt.1	QuimioAutotrofos	0.931798630707078	1.89766993230478e-08
Lysobacter	QuimioOrganotroficos	0.806262999281006	5.32536293658126e-05
Nt.1	COT.1	0.706792383631584	0.00103976660464755
Gemmatirosa	COT.1	0.709979634878104	0.000963479223452524
Modestobacter	Cavicella	-0.705778323869353	0.00106506708127041
Nordella	Cavicella	0.780114881199873	0.000134167513662131
Gemmatimonas	Gemmata	-0.710565079150788	0.000949986718262963
Vicinamibacter	Nordella	0.74960421975458	0.000341610764105216
