funcion1	funcion2	R	P
Jiangella	X056..16.1.ISO.H	0.960271220560145	3.77065134671284e-09
Sutterella	X056..16.1.ISO.H	0.960271220560145	3.77065134671284e-09
X076..17.0.ANTEISO	X058..16.0.ISO	0.795323784430754	0.00023034551708867
Edaphobacter	X058..16.0.ISO	0.838961287027659	4.8649414327695e-05
Dokdonella	X058..16.0.ISO	0.712179156071955	0.00196657227301111
Novosphingobium	X058..16.0.ISO	0.838961287027659	4.8649414327695e-05
Micromonospora	X058..16.0.ISO	0.838961287027659	4.8649414327695e-05
Roseococcus	X058..16.0.ISO	0.785550122513532	0.000310480034810379
X093..18.1.w7c	X060..16.0.ANTEISO	0.796133103434297	0.000224563587837512
Rhodanobacter	X060..16.0.ANTEISO	0.89122330716901	3.6082247421021e-06
Rubrobacter	X060..16.0.ANTEISO	0.929628204555895	1.89996863797504e-07
Rickettsiella	X060..16.0.ANTEISO	0.984267886987353	6.13553652328847e-12
Herpetosiphon	X060..16.0.ANTEISO	0.860156699511702	1.92204949300834e-05
Leptolyngbya	X060..16.0.ANTEISO	0.984267886987353	6.13553652328847e-12
Acidobacterium	X060..16.0.ANTEISO	0.700139949875737	0.00252788106498025
Bdellovibrio	X062..16.1.w9c	0.748239066050428	0.000856639242586166
Rickettsiella	X063..16.1.w5c	0.712694378983239	0.00194502764316296
Leptolyngbya	X063..16.1.w5c	0.712694378983239	0.00194502764316296
X078..17.1.w8c	X064..16.0	0.796494165031845	0.000222023184394793
Anaeromyxobacter	X064..16.0	0.709258576669781	0.00209239276693118
Coxiella	X064..16.0	0.811310688666298	0.000136430815081523
Rubellimicrobium	X064..16.0	0.811310688666298	0.000136430815081523
Arhodomonas	X064..16.0	0.811310688666298	0.000136430815081523
MC18	X069..16.0.10.methyl	0.71360793452481	0.00190729766967035
Chromohalobacter	X069..16.0.10.methyl	0.709614788915905	0.00207670621276712
X095..18.1.w5c	X071..15.0.3OH	0.858473249777113	2.08021967984529e-05
Caldilinea	X071..15.0.3OH	0.888634548902049	4.22385244114309e-06
Virgisporangium	X071..15.0.3OH	1	0
Corallococcus	X071..15.0.3OH	1	0
Acetobacter	X071..15.0.3OH	1	0
CandidatusRhodoluna	X071..15.0.3OH	1	0
X075..17.0.ISO	X072..ANTEISO.17.1.w9c	0.999906433061005	0
X100..TBSA.10Me18.0	X072..ANTEISO.17.1.w9c	0.99520830710089	1.55431223447522e-15
Deinococcus	X072..ANTEISO.17.1.w9c	1	0
Phyllobacterium	X072..ANTEISO.17.1.w9c	1	0
Cytophaga	X072..ANTEISO.17.1.w9c	1	0
X100..TBSA.10Me18.0	X075..17.0.ISO	0.99494504531218	2.22044604925031e-15
Deinococcus	X075..17.0.ISO	0.999906433061005	0
Phyllobacterium	X075..17.0.ISO	0.999906433061005	0
Cytophaga	X075..17.0.ISO	0.999906433061005	0
Mesorhizobium	X076..17.0.ANTEISO	0.906795229067607	1.27676287187128e-06
Edaphobacter	X076..17.0.ANTEISO	0.96929931424395	6.35559826989152e-10
Dokdonella	X076..17.0.ANTEISO	0.8532981272793	2.63650742549082e-05
Novosphingobium	X076..17.0.ANTEISO	0.96929931424395	6.35559826989152e-10
Micromonospora	X076..17.0.ANTEISO	0.96929931424395	6.35559826989152e-10
Pseudomonas	X078..17.1.w8c	0.794057810542604	0.000239636971045787
Anaeromyxobacter	X078..17.1.w8c	0.833476850656938	6.05617629816368e-05
Coxiella	X078..17.1.w8c	0.995170845598338	1.77635683940025e-15
Rubellimicrobium	X078..17.1.w8c	0.995170845598338	1.77635683940025e-15
Arhodomonas	X078..17.1.w8c	0.995170845598338	1.77635683940025e-15
Gemmatimonas	X078..17.1.w8c	0.710274641180233	0.00204790034606761
CandidatusRhabdochlamydia	X081..17.0.CYCLO	0.898645105261295	2.24537185111728e-06
Geothrix	X081..17.0.CYCLO	0.898645105261295	2.24537185111728e-06
Ensifer	X081..17.0.CYCLO	0.898645105261295	2.24537185111728e-06
Roseiflexus	X081..17.0.CYCLO	0.898645105261295	2.24537185111728e-06
Burkholderia	X083..17.0	0.815152577744728	0.000119428221423856
Thiothrix	X083..17.0	0.815152577744728	0.000119428221423856
Nonomuraea	X083..17.0	0.815152577744728	0.000119428221423856
X092..18.1.w9c	X084..16.1.2OH	0.918642296927332	5.09130988035622e-07
X097..11.methyl.18.1.w7c	X084..16.1.2OH	0.770979743033572	0.000471688345703658
Legionella	X084..16.1.2OH	0.999122870533175	0
Flavobacterium	X084..16.1.2OH	0.999122870533175	0
Rhodomicrobium	X084..16.1.2OH	0.885468494336174	5.0950673586847e-06
Luteolibacter	X084..16.1.2OH	0.803084689386633	0.000179671971315187
Alkanindiges	X084..16.1.2OH	0.999122870533175	0
Thauera	X084..16.1.2OH	0.999122870533175	0
pH.1	X084..16.1.2OH	-0.718912045128329	0.00169980177963991
Cupriavidus	X087..17.0.10.methyl	0.767001769815396	0.000526033398596581
QuimioAutotrofos	X087..17.0.10.methyl	0.767001769815396	0.000526033398596581
Nitrobacter	X090..18.3.w6c..6	0.727617489862801	0.00139927096428982
Couchioplanes	X090..18.3.w6c..6	0.727617489862801	0.00139927096428982
Blastococcus	X090..18.3.w6c..6	0.727617489862801	0.00139927096428982
Catenulispora	X090..18.3.w6c..6	0.727617489862801	0.00139927096428982
Kutzneria	X090..18.3.w6c..6	0.727617489862801	0.00139927096428982
Iamia	X091..18.0iso	0.998455789176467	0
Salinibacter	X091..18.0iso	0.998455789176467	0
Methylococcus	X091..18.0iso	0.998455789176467	0
Leptospira	X091..18.0iso	0.998455789176467	0
Act.Litica	X091..18.0iso	0.716400981014372	0.00179561488199553
ParasitosBacterias	X091..18.0iso	0.716400981014372	0.00179561488199553
Legionella	X092..18.1.w9c	0.922502972816724	3.6608347575573e-07
Flavobacterium	X092..18.1.w9c	0.922502972816724	3.6608347575573e-07
Rhodomicrobium	X092..18.1.w9c	0.80055896367465	0.000195029223402532
Luteolibacter	X092..18.1.w9c	0.709457653246981	0.00208361420743453
Alkanindiges	X092..18.1.w9c	0.922502972816724	3.6608347575573e-07
Thauera	X092..18.1.w9c	0.922502972816724	3.6608347575573e-07
Clostridium	X093..18.1.w7c	0.878341117882209	7.6234861341451e-06
Rubrobacter	X093..18.1.w7c	0.834203373265012	5.88563142494003e-05
Rickettsiella	X093..18.1.w7c	0.811083950849819	0.000137494035880037
Leptolyngbya	X093..18.1.w7c	0.811083950849819	0.000137494035880037
H.Aerobicos	X093..18.1.w7c	0.702873255834348	0.0023902927401025
Caldilinea	X095..18.1.w5c	0.74606862882586	0.000903949416082739
Virgisporangium	X095..18.1.w5c	0.858473249777113	2.08021967984529e-05
Corallococcus	X095..18.1.w5c	0.858473249777113	2.08021967984529e-05
Acetobacter	X095..18.1.w5c	0.858473249777113	2.08021967984529e-05
CandidatusRhodoluna	X095..18.1.w5c	0.858473249777113	2.08021967984529e-05
Desulfomonile	X095..18.1.w5c	0.783896919044795	0.000326075921504021
Chthonomonas	X096..18.0	0.713389005363579	0.00191628484443562
Terriglobus	X096..18.0	0.71005409311776	0.00205749206846795
Acidisphaera	X096..18.0	0.800235455457813	0.000197072614010363
Cellvibrio	X096..18.0	0.998551046025311	0
Singulisphaera	X096..18.0	0.70541153544714	0.0022680139723299
Alicyclobacillus	X096..18.0	0.998551046025311	0
Saccharopolyspora	X096..18.0	0.998551046025311	0
Kibdelosporangium	X096..18.0	0.998551046025311	0
Legionella	X097..11.methyl.18.1.w7c	0.775513278051176	0.00041548206672859
Flavobacterium	X097..11.methyl.18.1.w7c	0.775513278051176	0.00041548206672859
Pseudonocardia	X097..11.methyl.18.1.w7c	0.715772855451689	0.00182025550167797
Luteolibacter	X097..11.methyl.18.1.w7c	0.869966580005781	1.18707655847317e-05
Alkanindiges	X097..11.methyl.18.1.w7c	0.775513278051176	0.00041548206672859
Thauera	X097..11.methyl.18.1.w7c	0.775513278051176	0.00041548206672859
Temp_aire	X097..11.methyl.18.1.w7c	0.712095333602337	0.00197009565858197
Deinococcus	X100..TBSA.10Me18.0	0.99520830710089	1.55431223447522e-15
Phyllobacterium	X100..TBSA.10Me18.0	0.99520830710089	1.55431223447522e-15
Cytophaga	X100..TBSA.10Me18.0	0.99520830710089	1.55431223447522e-15
Pseudomonas	X103..19.0.ISO	0.721059590317549	0.00162119728994181
Clostridium	X103..19.0.ISO	0.727769013660638	0.00139445274483108
Gemmatimonas	X103..19.0.ISO	0.716959737805316	0.00177392404822152
Massilia	X106..19.0.CYCLO.w8c	0.895289901479098	2.79450931084391e-06
Chondromyces	X111..20.4.w6	0.736756372727288	0.00172978055670958
Nitrobacter	X111..20.4.w6	0.817528456999758	0.000197270249853609
Couchioplanes	X111..20.4.w6	0.817528456999758	0.000197270249853609
Blastococcus	X111..20.4.w6	0.817528456999758	0.000197270249853609
Catenulispora	X111..20.4.w6	0.817528456999758	0.000197270249853609
Kutzneria	X111..20.4.w6	0.817528456999758	0.000197270249853609
MC18	unclassified	-0.701358896819092	0.00246575159757212
Burkholderia	CandidatusSolibacter	0.806254727329275	0.000161830473821123
Thiothrix	CandidatusSolibacter	0.806254727329275	0.000161830473821123
Nonomuraea	CandidatusSolibacter	0.806254727329275	0.000161830473821123
Tellurimicrobium	Methylobacterium	0.738199530646538	0.00109378184288711
Gemmatirosa	CandidatusEntotheonella	-0.71254734754774	0.00195115628806697
Limisphaera	CandidatusEntotheonella	-0.710942452070695	0.00201907804148838
Shinella	A17	0.707106781186547	0.0021892087196238
Anaeroglobus	Kaistobacter	0.825854521280045	8.10846914132135e-05
Pimelobacter	Balneimonas	0.807666300963263	0.000154373721520829
Roseococcus	Pimelobacter	0.745738976265743	0.00091131866629901
Devosia	Pseudomonas	0.774596669241483	0.000426375757343278
Lutibacterium	Pseudomonas	0.845154254728517	3.76179838854629e-05
Coxiella	Pseudomonas	0.808290376865476	0.0001511692398104
Rubellimicrobium	Pseudomonas	0.808290376865476	0.0001511692398104
Arhodomonas	Pseudomonas	0.808290376865476	0.0001511692398104
Chelatococcus	Marmoricola	0.706573164767314	0.00221377113205712
Mycobacterium	Marmoricola	0.760529318788239	0.000625416482542773
Amphritea	Bacillus	0.709720560477799	0.00207206675853477
Tellurimicrobium	Prosthecobacter	0.70970121274246	0.00207291477848814
Acidimicrobium	Kribbella	0.704761478602409	0.00229883553803623
Roseococcus	Kribbella	0.87287156094397	1.02160742521118e-05
Jiangella	Kribbella	0.74535599249993	0.000919941838609439
Sutterella	Kribbella	0.74535599249993	0.000919941838609439
Gemmatirosa	Kribbella	0.710818653310911	0.00202439610721106
Nitrobacter	Chondromyces	0.74535599249993	0.000919941838609439
Couchioplanes	Chondromyces	0.74535599249993	0.000919941838609439
Blastococcus	Chondromyces	0.74535599249993	0.000919941838609439
Catenulispora	Chondromyces	0.74535599249993	0.000919941838609439
Kutzneria	Chondromyces	0.74535599249993	0.000919941838609439
Geobacter	Hyphomicrobium	0.870388279778489	1.1617450164092e-05
Rubrobacter	Rhodanobacter	0.82236239069647	9.22606809106163e-05
Rickettsiella	Rhodanobacter	0.888634548902049	4.22385244114309e-06
Herpetosiphon	Rhodanobacter	0.774647887323944	0.000425760891748173
Leptolyngbya	Rhodanobacter	0.888634548902049	4.22385244114309e-06
Steroidobacter	Chthonomonas	0.772048646977956	0.000457902747369232
Cellvibrio	Chthonomonas	0.719194952228076	0.00168927300826205
Alicyclobacillus	Chthonomonas	0.719194952228076	0.00168927300826205
Saccharopolyspora	Chthonomonas	0.719194952228076	0.00168927300826205
Thermobaculum	Chthonomonas	0.862316498502576	1.73401543126506e-05
Kibdelosporangium	Chthonomonas	0.719194952228076	0.00168927300826205
Chthoniobacter	Chthonomonas	0.841986835688408	4.29637440493291e-05
Gemmatirosa	Chthonomonas	0.74302564850587	0.00097386387664633
Rhodospirillum	Rhizobium	0.749363311662726	0.000832943406149145
Mycobacterium	Azospirillum	0.712525303194425	0.00195207650311557
Thermobaculum	Azospirillum	0.712525303194425	0.00195207650311557
Luteitalea	Azospirillum	-0.703253529652663	0.0023716409859833
Mycobacterium	Terriglobus	0.770784029180635	0.000474249120279158
Cellvibrio	Terriglobus	0.715581398296974	0.00182782054281216
Alicyclobacillus	Terriglobus	0.715581398296974	0.00182782054281216
Saccharopolyspora	Terriglobus	0.715581398296974	0.00182782054281216
Kibdelosporangium	Terriglobus	0.715581398296974	0.00182782054281216
Prevotella	CandidatusXiphinematobacter	0.792182578527658	0.000253969018421341
Flavobacterium	Legionella	1	0
Rhodomicrobium	Legionella	0.888634548902049	4.22385244114309e-06
Luteolibacter	Legionella	0.808290376865476	0.0001511692398104
Alkanindiges	Legionella	1	0
Thauera	Legionella	1	0
pH.1	Legionella	-0.710707468024014	0.00202918201664026
R.Nitritos	Oscillochloris	0.74535599249993	0.000919941838609439
Edaphobacter	Mesorhizobium	0.868243142124459	1.29548743881269e-05
Dokdonella	Mesorhizobium	0.741144907995655	0.00101924515810659
Novosphingobium	Mesorhizobium	0.868243142124459	1.29548743881269e-05
Micromonospora	Mesorhizobium	0.868243142124459	1.29548743881269e-05
Virgisporangium	Caldilinea	0.888634548902049	4.22385244114309e-06
Corallococcus	Caldilinea	0.888634548902049	4.22385244114309e-06
Acetobacter	Caldilinea	0.888634548902049	4.22385244114309e-06
CandidatusRhodoluna	Caldilinea	0.888634548902049	4.22385244114309e-06
Porosidad	Caldilinea	-0.720140899068516	0.00165445288338972
Rickettsiella	Rubrobacter	0.943370070516915	4.30877631352189e-08
Herpetosiphon	Rubrobacter	0.82236239069647	9.22606809106163e-05
Leptolyngbya	Rubrobacter	0.943370070516915	4.30877631352189e-08
Coxiella	Anaeromyxobacter	0.843274042711568	4.07194138172251e-05
Rubellimicrobium	Anaeromyxobacter	0.843274042711568	4.07194138172251e-05
Arhodomonas	Anaeromyxobacter	0.843274042711568	4.07194138172251e-05
Vicinamibacter	Anaeromyxobacter	0.719059366531403	0.00169431237332884
Desulfosporomusa	Bdellovibrio	0.808290376865476	0.0001511692398104
Nitrosovibrio	Chromohalobacter	0.941978738434139	5.08766440088237e-08
Tellurimicrobium	Chromohalobacter	0.704630042294179	0.002305108464149
Fermentadores	Streptomyces	0.708279291163545	0.00213601367947747
Dokdonella	Edaphobacter	0.888634548902049	4.22385244114309e-06
Novosphingobium	Edaphobacter	1	0
Micromonospora	Edaphobacter	1	0
Luteimonas	Blastochloris	0.721249827822461	0.00161437938373821
Cellvibrio	Acidisphaera	0.808290376865476	0.0001511692398104
Alicyclobacillus	Acidisphaera	0.808290376865476	0.0001511692398104
Amycolatopsis	Acidisphaera	0.845154254728517	3.76179838854629e-05
Saccharopolyspora	Acidisphaera	0.808290376865476	0.0001511692398104
Kibdelosporangium	Acidisphaera	0.808290376865476	0.0001511692398104
Geothrix	CandidatusRhabdochlamydia	1	0
Ensifer	CandidatusRhabdochlamydia	1	0
Roseiflexus	CandidatusRhabdochlamydia	1	0
Acidicapsa	CandidatusRhabdochlamydia	0.718184846459608	0.00172711062455688
Novosphingobium	Dokdonella	0.888634548902049	4.22385244114309e-06
Micromonospora	Dokdonella	0.888634548902049	4.22385244114309e-06
Rhodomicrobium	Flavobacterium	0.888634548902049	4.22385244114309e-06
Luteolibacter	Flavobacterium	0.808290376865476	0.0001511692398104
Alkanindiges	Flavobacterium	1	0
Thauera	Flavobacterium	1	0
pH.1	Flavobacterium	-0.710707468024014	0.00202918201664026
Act.Nitrificante	Rhodospirillum	0.845154254728517	3.76179838854629e-05
Jiangella	Shinella	0.808290376865476	0.0001511692398104
Sutterella	Shinella	0.808290376865476	0.0001511692398104
Phyllobacterium	Deinococcus	1	0
Cytophaga	Deinococcus	1	0
Roseococcus	Nitrospira	0.786795792469443	0.000299140673488463
Alkanindiges	Rhodomicrobium	0.888634548902049	4.22385244114309e-06
Thauera	Rhodomicrobium	0.888634548902049	4.22385244114309e-06
Solirubrobacter	Methylosinus	0.722232050822027	0.00157954785646397
Thermobaculum	Steroidobacter	0.786795792469443	0.000299140673488463
Gemmatirosa	Steroidobacter	0.736788397613007	0.00113103896290623
Micromonospora	Novosphingobium	1	0
Thiothrix	Burkholderia	1	0
Nonomuraea	Burkholderia	1	0
O.Metano	Burkholderia	0.749101636975229	0.000838410171670523
Alicyclobacillus	Cellvibrio	1	0
Saccharopolyspora	Cellvibrio	1	0
Kibdelosporangium	Cellvibrio	1	0
Herpetosiphon	Rickettsiella	0.888634548902049	4.22385244114309e-06
Leptolyngbya	Rickettsiella	1	0
Acidobacterium	Rickettsiella	0.721355655901363	0.0016105967344453
Jiangella	Acidimicrobium	0.903512889138197	1.61227314188217e-06
Sutterella	Acidimicrobium	0.903512889138197	1.61227314188217e-06
Couchioplanes	Nitrobacter	1	0
Blastococcus	Nitrobacter	1	0
Catenulispora	Nitrobacter	1	0
Kutzneria	Nitrobacter	1	0
Alkanindiges	Luteolibacter	0.808290376865476	0.0001511692398104
Thauera	Luteolibacter	0.808290376865476	0.0001511692398104
Temp_aire	Luteolibacter	0.740610612793532	0.00103244826014981
Saccharopolyspora	Alicyclobacillus	1	0
Kibdelosporangium	Alicyclobacillus	1	0
Corallococcus	Virgisporangium	1	0
Acetobacter	Virgisporangium	1	0
CandidatusRhodoluna	Virgisporangium	1	0
QuimioHeterotrofos	Arthrobacter	0.715314170311951	0.00183842221725095
Leptolyngbya	Herpetosiphon	0.888634548902049	4.22385244114309e-06
Blastococcus	Couchioplanes	1	0
Catenulispora	Couchioplanes	1	0
Kutzneria	Couchioplanes	1	0
Ensifer	Geothrix	1	0
Roseiflexus	Geothrix	1	0
Acidicapsa	Geothrix	0.718184846459608	0.00172711062455688
Salinibacter	Iamia	1	0
Methylococcus	Iamia	1	0
Leptospira	Iamia	1	0
Cytophaga	Phyllobacterium	1	0
Densidad	Archangium	0.812975665080923	0.00012883082818127
Amphritea	Archangium	0.754299071369702	0.00073517644842136
Catenulispora	Blastococcus	1	0
Kutzneria	Blastococcus	1	0
Acetobacter	Corallococcus	1	0
CandidatusRhodoluna	Corallococcus	1	0
Kibdelosporangium	Saccharopolyspora	1	0
Chthoniobacter	Thermobaculum	0.770220160969772	0.00048169106296192
Nonomuraea	Thiothrix	1	0
O.Metano	Thiothrix	0.749101636975229	0.000838410171670523
Taire.Tsuelo.1	Desulfosporomusa	0.831322669748772	6.58630029199969e-05
Methylococcus	Salinibacter	1	0
Leptospira	Salinibacter	1	0
CandidatusRhodoluna	Acetobacter	1	0
Rubellimicrobium	Coxiella	1	0
Arhodomonas	Coxiella	1	0
Gemmatimonas	Coxiella	0.704298544847753	0.0023209911222053
Leptospira	Methylococcus	1	0
Arhodomonas	Rubellimicrobium	1	0
Gemmatimonas	Rubellimicrobium	0.704298544847753	0.0023209911222053
Gemmatimonas	Arhodomonas	0.704298544847753	0.0023209911222053
Kutzneria	Catenulispora	1	0
QuimioAutotrofos	Cupriavidus	1	0
Luteimonas	Cupriavidus	0.805261369696982	0.000167255317852444
Roseiflexus	Ensifer	1	0
Acidicapsa	Ensifer	0.718184846459608	0.00172711062455688
Sutterella	Jiangella	1	0
Thauera	Alkanindiges	1	0
pH.1	Alkanindiges	-0.710707468024014	0.00202918201664026
Act.Nitrificante	Dactylosporangium	0.808290376865476	0.0001511692398104
Acidobacterium	Leptolyngbya	0.721355655901363	0.0016105967344453
O.Metano	Nonomuraea	0.749101636975229	0.000838410171670523
Acidicapsa	Roseiflexus	0.718184846459608	0.00172711062455688
pH.1	Thauera	-0.710707468024014	0.00202918201664026
ParasitosBacterias	Act.Litica	1	0
O.Metano	Aerobios	0.782869583038912	0.000336089677822393
AnaerobiosFacultativos	AerobiosObligados	0.867527617235709	1.34287889390627e-05
FdCPolypeptona	Anaerobios	0.996447247160761	2.22044604925031e-16
R.Nitritos	Fermentadores	0.718580867910415	0.00171219474448669
Thermodesulfobium	O.Metano	0.87989833142978	6.99609345167218e-06
Luteimonas	QuimioAutotrofos	0.805261369696982	0.000167255317852444
Acidobacterium	Humedad_gravimetrica	0.700740400280168	0.00249711985632928
Amphritea	Densidad	0.786747977199176	0.000299569521577281
Limisphaera	Aliidongia	0.769334175363766	0.000493578537102746
Luteitalea	Aliidongia	-0.764518194311524	0.00056250308167205
Solirubrobacter	Aliidongia	0.709278198771103	0.00209152617229846
Gemmatirosa	Chthoniobacter	0.738166462340739	0.00109464328757625
Sphingomonas	Desulfomonile	-0.742126310880972	0.000995353426139989
Occallatibacter	Heliobacterium	-0.755238757382406	0.000717677324393762
Sphingomonas	Microvirga	0.717656371948491	0.00174717969733562
